order_id,order_date,product_id,amount
CA-2017-133648,2017-06-25,OFF-AR-10002257,5.344
CA-2017-133648,2017-06-25,OFF-FA-10004395,11.304
US-2017-147221,2017-02-12,OFF-AP-10002534,294.62
US-2017-147221,2017-02-12,FUR-FU-10004020,8.752
CA-2014-131905,2014-06-02,OFF-LA-10002787,15.0
CA-2014-131905,2014-06-02,TEC-PH-10003645,161.61
CA-2014-131905,2014-06-02,TEC-PH-10001615,144.95
CA-2017-166128,2017-11-04,TEC-AC-10001767,199.95
CA-2017-166128,2017-11-04,OFF-AR-10001221,41.86
CA-2017-163510,2017-12-25,OFF-ST-10000563,95.94
CA-2017-163510,2017-12-25,FUR-CH-10001146,304.45
US-2017-143028,2017-11-04,OFF-BI-10004738,11.364
CA-2014-111150,2014-12-31,OFF-AR-10000034,29.68
CA-2014-111150,2014-12-31,TEC-AC-10000290,47.53
CA-2017-165386,2017-03-08,FUR-BO-10003034,183.372
CA-2014-116407,2014-11-15,OFF-AR-10001315,4.224
CA-2014-116407,2014-11-15,OFF-AP-10002118,333.056
CA-2014-116407,2014-11-15,OFF-PA-10002137,24.896
CA-2015-155761,2015-11-12,TEC-AC-10001606,159.984
CA-2015-155761,2015-11-12,OFF-ST-10000943,46.344
CA-2016-145905,2016-09-18,FUR-CH-10001854,350.98
CA-2016-145905,2016-09-18,OFF-PA-10000533,13.08
CA-2016-145905,2016-09-18,OFF-ST-10003716,900.08
CA-2015-113110,2015-03-19,OFF-BI-10000088,17.568
CA-2015-113110,2015-03-19,OFF-LA-10000240,14.62
CA-2015-113110,2015-03-19,OFF-SU-10001165,33.36
CA-2015-113110,2015-03-19,OFF-PA-10002749,40.14
CA-2016-168354,2016-09-19,OFF-ST-10001490,1606.23
CA-2016-168354,2016-09-19,OFF-PA-10002377,17.04
CA-2016-168354,2016-09-19,OFF-BI-10004826,49.53
CA-2016-168354,2016-09-19,FUR-CH-10004675,872.32
US-2017-111241,2017-08-20,OFF-BI-10002867,239.12
CA-2015-114237,2015-03-13,FUR-BO-10004409,141.96
CA-2016-113516,2016-08-09,OFF-BI-10002225,33.024
CA-2016-113516,2016-08-09,OFF-BI-10001989,67.136
CA-2015-117961,2015-11-26,OFF-BI-10000343,14.73
CA-2015-117961,2015-11-26,OFF-ST-10001172,104.9
CA-2015-117961,2015-11-26,OFF-BI-10003707,61.04
CA-2015-117961,2015-11-26,OFF-PA-10001274,10.95
CA-2016-128923,2016-09-12,OFF-PA-10002250,9.392
CA-2016-128923,2016-09-12,OFF-AR-10000475,9.328
CA-2017-162481,2017-09-25,OFF-BI-10002976,8.26
CA-2017-162481,2017-09-25,FUR-CH-10003061,269.97
CA-2015-119214,2015-01-23,OFF-PA-10002893,29.04
CA-2015-119214,2015-01-23,OFF-LA-10003077,14.62
CA-2015-122287,2015-06-18,OFF-PA-10001661,11.952
CA-2015-122287,2015-06-18,OFF-BI-10004656,4.536
CA-2015-122287,2015-06-18,OFF-BI-10003707,9.156
CA-2015-122287,2015-06-18,FUR-FU-10004973,75.36
CA-2015-104493,2015-02-10,OFF-BI-10004817,57.504
US-2017-158946,2017-11-18,OFF-AR-10001860,38.864
CA-2014-129168,2014-08-17,OFF-PA-10001639,15.552
CA-2016-131835,2016-07-17,OFF-AP-10004487,162.64
CA-2016-131835,2016-07-17,TEC-PH-10001760,597.0
CA-2016-131835,2016-07-17,OFF-PA-10004071,55.48
CA-2015-142237,2015-11-07,FUR-FU-10004848,289.8
CA-2015-142237,2015-11-07,OFF-BI-10004022,2.502
CA-2015-142237,2015-11-07,OFF-BI-10003669,6.48
CA-2015-142237,2015-11-07,FUR-CH-10003833,341.488
CA-2015-142237,2015-11-07,OFF-AR-10003732,11.12
CA-2015-142237,2015-11-07,FUR-FU-10003142,25.344
CA-2016-136434,2016-01-12,FUR-FU-10001196,17.31
CA-2017-120376,2017-12-22,TEC-AC-10001114,199.95
CA-2017-120376,2017-12-22,FUR-CH-10002335,1586.69
CA-2017-120376,2017-12-22,TEC-AC-10000844,84.99
CA-2017-120376,2017-12-22,FUR-TA-10004534,411.8
CA-2014-106439,2014-10-31,OFF-FA-10002975,11.34
CA-2014-106439,2014-10-31,OFF-ST-10003996,80.3
CA-2014-106439,2014-10-31,OFF-BI-10002571,15.968
CA-2014-106439,2014-10-31,OFF-PA-10000477,64.74
CA-2014-106439,2014-10-31,OFF-BI-10004209,19.296
CA-2014-106439,2014-10-31,OFF-ST-10001963,405.64
CA-2014-106439,2014-10-31,FUR-CH-10003833,146.352
CA-2014-106439,2014-10-31,TEC-AC-10004568,251.91
CA-2014-106439,2014-10-31,OFF-AR-10001419,12.39
CA-2015-133452,2015-04-13,TEC-AC-10002800,199.96
CA-2015-133452,2015-04-13,FUR-TA-10003954,710.832
CA-2016-146521,2016-07-21,OFF-BI-10000301,1.941
US-2017-110996,2017-11-20,FUR-CH-10003956,283.92
CA-2016-129693,2016-11-26,OFF-BI-10002954,7.312
CA-2017-122504,2017-07-11,TEC-AC-10003289,59.97
CA-2017-122504,2017-07-11,TEC-PH-10002468,761.544
CA-2014-131051,2014-01-12,FUR-FU-10001861,58.2
CA-2017-140676,2017-12-09,OFF-PA-10004082,39.9
CA-2017-140676,2017-12-09,OFF-AP-10000358,90.86
CA-2017-140676,2017-12-09,OFF-PA-10004243,94.85
CA-2015-120103,2015-12-24,OFF-PA-10001295,106.232
CA-2015-120103,2015-12-24,TEC-PH-10002170,111.984
CA-2015-120103,2015-12-24,FUR-FU-10002885,7.712
CA-2017-104647,2017-02-23,OFF-PA-10002870,37.44
CA-2014-110352,2014-11-23,OFF-LA-10003923,23.68
CA-2016-140501,2016-06-23,OFF-LA-10003510,122.12
CA-2016-140501,2016-06-23,OFF-LA-10000248,18.45
CA-2016-140501,2016-06-23,OFF-ST-10000060,324.9
CA-2016-140501,2016-06-23,OFF-PA-10003129,146.73
CA-2016-140501,2016-06-23,OFF-FA-10004076,3.96
CA-2015-139290,2015-10-26,OFF-LA-10004008,5.76
CA-2017-166142,2017-07-15,OFF-BI-10004094,26.55
CA-2017-166142,2017-07-15,FUR-TA-10004607,310.443
CA-2014-145926,2014-11-17,FUR-CH-10004289,479.9
CA-2015-149678,2015-04-13,OFF-SU-10004498,12.88
US-2015-164357,2015-11-25,OFF-AR-10001177,13.12
US-2016-146570,2016-05-15,OFF-BI-10001718,511.84
US-2016-146570,2016-05-15,OFF-AR-10004602,91.96
US-2016-146570,2016-05-15,OFF-AR-10003856,8.34
CA-2017-124401,2017-07-09,OFF-ST-10000649,37.68
CA-2017-124401,2017-07-09,TEC-AC-10002926,279.944
US-2014-140116,2014-10-03,OFF-ST-10000078,636.408
US-2014-140116,2014-10-03,OFF-AR-10001044,83.168
CA-2014-123295,2014-07-18,FUR-CH-10002372,259.136
CA-2017-167101,2017-03-24,OFF-PA-10000357,221.92
CA-2017-167101,2017-03-24,TEC-AC-10001266,26.0
US-2014-167633,2014-09-30,OFF-PA-10004888,15.552
US-2014-152723,2014-09-26,OFF-BI-10003460,0.876
CA-2015-164882,2015-10-31,OFF-PA-10000157,19.98
CA-2015-164882,2015-10-31,OFF-BI-10004519,398.352
CA-2015-164882,2015-10-31,OFF-AR-10004272,5.04
CA-2015-164882,2015-10-31,OFF-FA-10000585,17.45
CA-2015-164882,2015-10-31,FUR-CH-10004218,323.136
CA-2015-164882,2015-10-31,OFF-SU-10004231,29.7
CA-2015-164882,2015-10-31,TEC-PH-10001578,1295.84
CA-2015-164882,2015-10-31,OFF-ST-10003638,46.84
CA-2015-164882,2015-10-31,FUR-BO-10002213,425.833
CA-2015-159786,2015-12-10,FUR-TA-10001307,209.67
CA-2016-130267,2016-09-19,OFF-PA-10002222,159.88
CA-2017-155460,2017-04-13,OFF-PA-10002479,5.28
CA-2017-155460,2017-04-13,OFF-BI-10003091,895.92
US-2017-168690,2017-07-01,OFF-BI-10000145,2.808
CA-2017-158246,2017-09-11,FUR-CH-10003061,215.976
CA-2017-167381,2017-09-22,FUR-BO-10001972,241.96
CA-2017-167381,2017-09-22,OFF-LA-10000134,27.72
CA-2017-144862,2017-01-12,OFF-EN-10003040,104.68
CA-2017-144862,2017-01-12,TEC-PH-10000923,62.958
CA-2014-126032,2014-06-23,TEC-AC-10000158,86.376
CA-2015-134859,2015-04-10,FUR-FU-10003623,64.944
CA-2015-134859,2015-04-10,OFF-PA-10001293,20.736
US-2014-114188,2014-05-20,OFF-AP-10000124,33.28
US-2014-114188,2014-05-20,OFF-AR-10004511,38.52
US-2014-114188,2014-05-20,FUR-FU-10000076,139.86
CA-2015-156524,2015-11-20,OFF-PA-10003883,19.65
CA-2015-122210,2015-11-30,OFF-BI-10003656,152.991
CA-2015-122210,2015-11-30,OFF-FA-10000053,10.584
CA-2015-122210,2015-11-30,TEC-PH-10002807,94.92
CA-2015-156377,2015-12-31,FUR-FU-10002364,14.76
CA-2015-156377,2015-12-31,OFF-BI-10002954,3.656
US-2017-157896,2017-11-16,OFF-PA-10004092,146.82
CA-2014-159520,2014-06-06,OFF-BI-10003982,149.544
CA-2014-159520,2014-06-06,OFF-SU-10001664,17.14
CA-2014-159520,2014-06-06,FUR-TA-10003238,991.764
CA-2016-155481,2016-01-09,OFF-PA-10004675,30.48
CA-2016-155481,2016-01-09,TEC-PH-10002293,23.988
CA-2016-155481,2016-01-09,OFF-FA-10002780,16.688
US-2016-152051,2016-06-25,FUR-CH-10002965,422.058
US-2016-152051,2016-06-25,OFF-BI-10004781,38.088
US-2016-152051,2016-06-25,OFF-ST-10001713,254.352
CA-2014-141607,2014-12-12,FUR-FU-10003975,43.31
CA-2017-102771,2017-03-31,TEC-PH-10001536,84.95
US-2017-139969,2017-11-19,FUR-CH-10001973,233.058
CA-2014-167360,2014-11-24,TEC-AC-10001772,111.79
CA-2015-123505,2015-11-22,OFF-PA-10002586,14.94
CA-2016-117282,2016-07-14,OFF-BI-10004094,14.16
US-2016-120460,2016-04-30,FUR-FU-10004973,22.608
CA-2016-111115,2016-07-25,OFF-FA-10000624,21.48
CA-2014-124646,2014-06-22,OFF-ST-10001097,501.81
CA-2014-124646,2014-06-22,OFF-ST-10001469,161.94
CA-2017-148166,2017-10-21,OFF-AR-10004956,17.856
CA-2016-159737,2016-03-09,OFF-BI-10004236,8.808
CA-2016-141019,2016-05-14,FUR-FU-10002937,79.384
CA-2016-101938,2016-07-01,OFF-AR-10003696,34.58
CA-2017-166296,2017-03-13,OFF-PA-10004359,314.55
CA-2016-154018,2016-10-13,TEC-AC-10002402,191.976
CA-2016-154018,2016-10-13,OFF-PA-10000551,8.288
CA-2016-154018,2016-10-13,FUR-FU-10003394,139.92
CA-2016-154018,2016-10-13,OFF-AR-10002067,15.872
CA-2016-154018,2016-10-13,OFF-BI-10004140,6.286
CA-2017-117870,2017-01-27,OFF-AR-10004078,14.016
CA-2017-117870,2017-01-27,TEC-AC-10000927,71.976
CA-2017-117870,2017-01-27,TEC-PH-10003931,107.982
US-2017-137491,2017-11-19,FUR-CH-10004675,305.312
CA-2014-152296,2014-01-08,OFF-BI-10004506,19.752
CA-2016-112025,2016-07-30,OFF-BI-10002353,9.264
CA-2015-132507,2015-07-30,OFF-ST-10000943,61.792
CA-2016-125738,2016-10-15,OFF-PA-10000740,45.68
CA-2016-125738,2016-10-15,OFF-PA-10003001,60.12
CA-2016-125738,2016-10-15,OFF-BI-10001628,41.72
CA-2016-125738,2016-10-15,OFF-PA-10001509,71.6
CA-2016-128818,2016-07-05,OFF-BI-10000309,85.232
CA-2016-128818,2016-07-05,OFF-LA-10003923,44.4
CA-2016-128818,2016-07-05,FUR-CH-10002084,442.764
CA-2016-128818,2016-07-05,TEC-MA-10000488,3999.95
CA-2016-128818,2016-07-05,TEC-AC-10001767,199.95
CA-2016-128818,2016-07-05,FUR-FU-10001940,63.68
CA-2017-124576,2017-01-08,OFF-BI-10002735,54.896
CA-2016-101378,2016-07-14,TEC-AC-10002345,29.0
CA-2017-143063,2017-10-08,OFF-EN-10003134,70.08
CA-2017-143063,2017-10-08,FUR-FU-10003708,121.3
CA-2017-143063,2017-10-08,TEC-PH-10003645,1454.49
CA-2016-118913,2016-06-25,OFF-AP-10000692,60.81
CA-2016-128412,2016-10-12,OFF-BI-10001718,153.552
CA-2016-128412,2016-10-12,OFF-AP-10002082,65.34
CA-2016-128412,2016-10-12,OFF-PA-10001125,123.92
CA-2016-128412,2016-10-12,OFF-AP-10000252,35.1
CA-2016-128412,2016-10-12,TEC-AC-10003038,44.75
CA-2016-136483,2016-01-12,OFF-AR-10000940,4.704
CA-2014-163013,2014-11-28,OFF-AR-10001954,14.67
CA-2015-135363,2015-03-28,OFF-PA-10003177,15.552
CA-2015-135363,2015-03-28,OFF-PA-10000533,5.232
US-2014-165659,2014-01-06,FUR-FU-10001935,22.2
US-2014-165659,2014-01-06,TEC-PH-10002563,881.93
CA-2015-138002,2015-06-09,OFF-BI-10002160,6.096
CA-2015-138002,2015-06-09,FUR-FU-10004748,191.82
CA-2015-128860,2015-06-29,FUR-FU-10001473,20.104
CA-2016-164350,2016-10-09,OFF-AR-10000538,67.56
US-2014-103905,2014-07-14,OFF-BI-10001098,29.932
US-2014-103905,2014-07-14,TEC-PH-10001552,38.272
CA-2015-129854,2015-08-22,OFF-AR-10000390,16.52
CA-2014-125556,2014-11-14,TEC-PH-10001079,832.93
CA-2014-125556,2014-11-14,OFF-BI-10003460,43.8
CA-2016-162313,2016-11-27,OFF-AP-10003842,167.292
CA-2017-107874,2017-11-21,FUR-FU-10003535,27.42
CA-2017-129378,2017-01-10,OFF-BI-10002012,1.44
CA-2017-129378,2017-01-10,OFF-BI-10001922,61.776
CA-2017-129378,2017-01-10,OFF-AP-10000576,241.96
CA-2017-129378,2017-01-10,FUR-CH-10000553,108.608
CA-2014-151953,2014-09-20,OFF-AR-10003469,2.816
CA-2017-130841,2017-07-28,OFF-BI-10000145,9.984
CA-2017-130841,2017-07-28,OFF-ST-10001580,14.98
CA-2017-130841,2017-07-28,TEC-PH-10001817,1145.6
CA-2015-131884,2015-06-12,TEC-PH-10001578,485.94
CA-2015-131884,2015-06-12,OFF-AR-10004078,37.376
CA-2015-131884,2015-06-12,FUR-CH-10004860,70.686
CA-2017-121909,2017-07-31,OFF-PA-10003790,54.816
CA-2016-106383,2016-03-19,FUR-BO-10002202,72.294
CA-2017-130771,2017-07-29,OFF-FA-10003059,2.896
CA-2017-130771,2017-07-29,TEC-PH-10002496,124.792
CA-2016-139157,2016-01-10,FUR-TA-10003238,330.588
CA-2014-128055,2014-03-31,OFF-BI-10004390,673.568
CA-2014-128055,2014-03-31,OFF-AP-10002765,52.98
CA-2017-157091,2017-06-26,FUR-FU-10000293,526.45
CA-2017-132122,2017-09-07,OFF-ST-10003692,228.92
CA-2015-123232,2015-12-14,TEC-PH-10001051,319.968
CA-2017-104066,2017-05-12,TEC-AC-10001013,205.03
CA-2015-145849,2015-09-15,OFF-ST-10000025,190.86
CA-2015-145849,2015-09-15,OFF-AR-10000817,24.32
CA-2016-122322,2016-07-15,OFF-SU-10000952,44.4
CA-2017-166849,2017-04-20,FUR-FU-10004597,44.4
CA-2016-146633,2016-11-15,OFF-BI-10003527,1016.792
CA-2016-146633,2016-11-15,OFF-BI-10002982,38.136
US-2016-126893,2016-11-26,TEC-PH-10004165,494.982
CA-2017-103380,2017-11-21,OFF-ST-10003442,56.56
CA-2017-103380,2017-11-21,OFF-AR-10003856,5.56
CA-2017-103380,2017-11-21,OFF-FA-10004248,9.02
CA-2017-103380,2017-11-21,OFF-AP-10001492,8.62
CA-2017-103380,2017-11-21,TEC-PH-10004165,659.976
CA-2015-116092,2015-02-15,OFF-PA-10004285,13.36
CA-2015-116092,2015-02-15,OFF-BI-10001628,41.72
CA-2015-116092,2015-02-15,OFF-BI-10000546,11.52
CA-2015-116092,2015-02-15,OFF-AP-10001391,541.44
CA-2015-116092,2015-02-15,OFF-PA-10000477,19.44
CA-2016-117849,2016-04-15,OFF-PA-10004327,143.7
CA-2015-169201,2015-09-28,OFF-AP-10000696,43.26
CA-2015-169201,2015-09-28,OFF-AP-10002082,43.56
CA-2016-164091,2016-09-17,TEC-PH-10001944,437.85
CA-2016-164091,2016-09-17,FUR-FU-10004952,109.48
CA-2017-105214,2017-06-16,FUR-CH-10000015,1212.96
CA-2017-105214,2017-06-16,OFF-PA-10001776,18.54
CA-2015-117611,2015-08-11,OFF-FA-10002280,5.0
CA-2015-117611,2015-08-11,TEC-AC-10002049,371.97
US-2015-137960,2015-12-18,TEC-AC-10002253,166.24
CA-2017-122994,2017-06-02,FUR-BO-10004015,359.97
CA-2016-131065,2016-11-14,TEC-AC-10004145,499.98
CA-2016-131065,2016-11-14,OFF-PA-10002479,5.28
CA-2016-131065,2016-11-14,OFF-BI-10004970,8.26
CA-2017-149146,2017-12-10,OFF-PA-10003919,7.968
CA-2017-137470,2017-09-17,OFF-PA-10002001,12.96
CA-2017-105480,2017-12-20,OFF-PA-10002787,6.48
CA-2017-105480,2017-12-20,OFF-BI-10003291,6.984
CA-2017-164917,2017-02-12,OFF-AR-10004344,47.96
CA-2015-102036,2015-09-21,OFF-ST-10003123,199.74
CA-2015-142944,2015-06-03,FUR-FU-10000308,435.26
CA-2015-142944,2015-06-03,TEC-CO-10003763,1119.984
CA-2014-157882,2014-03-10,FUR-TA-10001866,143.432
CA-2014-157882,2014-03-10,FUR-CH-10002774,122.352
CA-2014-104283,2014-06-27,OFF-ST-10004337,306.2
CA-2014-104283,2014-06-27,FUR-TA-10001039,85.98
CA-2014-104283,2014-06-27,TEC-AC-10000109,223.96
CA-2017-142622,2017-10-30,FUR-CH-10003833,97.568
CA-2017-142622,2017-10-30,FUR-CH-10004289,614.272
CA-2017-142622,2017-10-30,FUR-BO-10004467,199.98
CA-2016-132143,2016-03-09,OFF-PA-10002713,48.16
CA-2015-153108,2015-05-03,TEC-PH-10001552,23.92
CA-2015-153108,2015-05-03,OFF-AP-10002222,60.69
CA-2016-112676,2016-05-05,OFF-PA-10003971,14.352
CA-2017-165687,2017-11-17,OFF-AP-10004036,35.04
US-2017-112928,2017-01-06,OFF-AP-10002287,17.48
CA-2017-143343,2017-10-06,OFF-AR-10002375,16.4
CA-2017-115154,2017-08-01,FUR-TA-10001950,892.98
CA-2015-149342,2015-04-20,TEC-PH-10001557,287.97
CA-2015-149342,2015-04-20,FUR-FU-10002937,595.38
CA-2015-149342,2015-04-20,OFF-PA-10001166,12.96
CA-2015-130995,2015-01-11,TEC-PH-10000347,4.95
CA-2017-127929,2017-12-23,FUR-FU-10003708,181.95
CA-2015-113145,2015-01-11,OFF-PA-10002659,13.52
CA-2015-113145,2015-01-11,FUR-FU-10000965,259.7
CA-2015-113145,2015-01-11,TEC-PH-10001527,42.95
CA-2015-113145,2015-01-11,TEC-AC-10001838,1399.93
CA-2015-113145,2015-01-11,TEC-PH-10002597,503.96
CA-2014-162362,2014-11-14,OFF-BI-10000756,12.72
CA-2014-162362,2014-11-14,OFF-BI-10000546,11.52
CA-2016-106558,2016-01-17,TEC-AC-10001142,316.0
CA-2017-157931,2017-09-17,FUR-CH-10000785,723.92
CA-2017-157931,2017-09-17,OFF-PA-10000474,106.32
CA-2016-115574,2016-12-23,FUR-BO-10003441,141.372
CA-2015-160794,2015-06-08,OFF-PA-10004156,27.216
CA-2017-116225,2017-05-11,TEC-AC-10001432,390.75
US-2017-120418,2017-11-06,FUR-CH-10001394,280.792
US-2017-120418,2017-11-06,OFF-ST-10002370,68.448
US-2017-120418,2017-11-06,OFF-AR-10002956,88.04
US-2017-120418,2017-11-06,OFF-AR-10001955,15.872
US-2017-120418,2017-11-06,OFF-ST-10001809,215.592
CA-2017-122035,2017-07-20,OFF-LA-10004093,14.62
CA-2017-122035,2017-07-20,OFF-AP-10002118,416.32
CA-2017-122035,2017-07-20,OFF-BI-10000404,43.0
CA-2017-122035,2017-07-20,FUR-CH-10003833,182.94
CA-2017-122035,2017-07-20,OFF-BI-10002072,60.83
CA-2017-122035,2017-07-20,TEC-AC-10003095,389.97
CA-2015-117828,2015-12-23,OFF-AP-10001563,194.32
CA-2017-165491,2017-03-20,TEC-AC-10000358,265.93
CA-2015-109470,2015-12-31,OFF-BI-10004492,94.74
CA-2015-109470,2015-12-31,OFF-BI-10001072,60.64
CA-2015-109470,2015-12-31,OFF-BI-10003707,76.3
CA-2015-109470,2015-12-31,OFF-BI-10000977,364.8
CA-2015-105102,2015-09-15,OFF-BI-10002082,79.872
CA-2015-105102,2015-09-15,FUR-BO-10004709,46.384
CA-2015-105102,2015-09-15,OFF-PA-10002365,12.96
CA-2017-138422,2017-09-23,OFF-EN-10004147,14.352
US-2015-147739,2015-12-25,FUR-FU-10001468,547.136
CA-2016-155187,2016-09-24,OFF-ST-10000642,41.96
CA-2016-155187,2016-09-24,OFF-PA-10000380,41.7
CA-2017-169285,2017-03-21,OFF-PA-10004071,277.4
CA-2017-169285,2017-03-21,OFF-PA-10004971,5.78
CA-2014-140886,2014-09-30,OFF-AP-10000696,69.216
CA-2017-152695,2017-10-12,OFF-EN-10004030,10.86
CA-2017-152695,2017-10-12,OFF-AP-10000026,426.79
CA-2014-110639,2014-08-23,OFF-PA-10003936,25.92
CA-2014-110639,2014-08-23,OFF-PA-10004530,45.92
CA-2014-121727,2014-08-19,OFF-AR-10004930,10.72
CA-2016-137736,2016-10-11,OFF-AR-10004999,41.86
US-2014-143231,2014-12-31,FUR-FU-10002501,63.2
US-2014-143231,2014-12-31,TEC-AC-10000358,113.97
US-2014-155894,2014-07-26,OFF-ST-10004804,123.552
CA-2016-119025,2016-02-22,OFF-AP-10001205,490.32
CA-2016-159373,2016-03-13,OFF-PA-10000659,70.08
CA-2016-159373,2016-03-13,OFF-BI-10004141,1.272
CA-2016-159373,2016-03-13,FUR-TA-10004619,557.585
CA-2017-109701,2017-02-12,OFF-BI-10004187,9.024
CA-2017-109701,2017-02-12,OFF-BI-10000632,69.456
CA-2017-109701,2017-02-12,OFF-PA-10003724,10.86
CA-2017-109701,2017-02-12,OFF-AP-10002765,79.47
CA-2017-109701,2017-02-12,OFF-AR-10001868,10.08
CA-2015-111514,2015-08-31,FUR-BO-10002545,1552.831
CA-2015-111514,2015-08-31,OFF-BI-10002735,137.24
CA-2015-111514,2015-08-31,TEC-AC-10004864,36.51
CA-2015-111514,2015-08-31,TEC-MA-10000597,239.976
US-2014-148838,2014-03-17,FUR-TA-10003473,1579.746
US-2014-148838,2014-03-17,FUR-TA-10001950,1071.576
US-2014-148838,2014-03-17,FUR-TA-10004175,613.908
US-2014-148838,2014-03-17,OFF-PA-10002960,34.86
US-2014-148838,2014-03-17,OFF-PA-10000919,155.04
CA-2017-136497,2017-04-16,OFF-BI-10001553,13.71
US-2016-108637,2016-03-13,FUR-FU-10004864,127.88
US-2016-108637,2016-03-13,OFF-AP-10004540,160.32
US-2016-108637,2016-03-13,OFF-BI-10004965,46.0
CA-2014-102295,2014-11-24,FUR-CH-10001714,120.712
CA-2017-123659,2017-10-02,OFF-PA-10002464,23.12
US-2016-129469,2016-09-23,FUR-FU-10002298,532.704
US-2016-129469,2016-09-23,OFF-AR-10000315,4.912
CA-2017-155152,2017-07-07,TEC-AC-10004353,252.0
CA-2016-159940,2016-07-07,FUR-FU-10004973,60.288
CA-2016-159940,2016-07-07,OFF-FA-10000936,2.632
CA-2016-159940,2016-07-07,OFF-PA-10001609,23.688
CA-2016-159940,2016-07-07,FUR-CH-10000785,253.372
CA-2017-119669,2017-01-24,OFF-FA-10000053,5.67
US-2014-164616,2014-08-19,OFF-BI-10001718,76.776
US-2014-164616,2014-08-19,OFF-SU-10004768,9.184
CA-2015-148628,2015-06-12,OFF-PA-10003883,32.75
CA-2016-118052,2016-06-05,OFF-FA-10004248,7.216
CA-2016-118052,2016-06-05,OFF-PA-10002581,49.568
CA-2016-118052,2016-06-05,FUR-FU-10004848,54.712
US-2017-117534,2017-03-25,OFF-AP-10002403,176.04
US-2017-117534,2017-03-25,OFF-AR-10003087,16.02
US-2017-117534,2017-03-25,OFF-BI-10002026,185.92
US-2017-117534,2017-03-25,TEC-PH-10000141,211.168
US-2017-117534,2017-03-25,TEC-CO-10000971,479.984
CA-2015-145065,2015-12-12,OFF-FA-10001229,7.86
CA-2015-145065,2015-12-12,OFF-BI-10002437,24.448
US-2015-127040,2015-06-12,OFF-PA-10004255,6.48
US-2015-127040,2015-06-12,OFF-PA-10001184,41.86
US-2015-127040,2015-06-12,TEC-AC-10002637,1619.91
US-2015-127040,2015-06-12,FUR-FU-10002878,113.92
CA-2016-128111,2016-03-17,OFF-AR-10000588,39.68
CA-2015-137897,2015-11-14,TEC-AC-10002217,37.6
CA-2015-137897,2015-11-14,TEC-AC-10001267,59.9
CA-2015-137897,2015-11-14,OFF-PA-10004041,37.0
CA-2017-169264,2017-08-14,OFF-LA-10001613,5.76
CA-2017-169264,2017-08-14,OFF-AR-10000246,16.68
CA-2017-147361,2017-09-09,OFF-ST-10001809,628.81
CA-2017-147361,2017-09-09,OFF-ST-10002214,56.45
CA-2017-145877,2017-01-04,OFF-ST-10000649,94.2
CA-2017-145877,2017-01-04,OFF-EN-10001990,28.4
US-2016-110170,2016-09-27,FUR-BO-10000780,956.6648
CA-2017-108574,2017-07-10,TEC-AC-10002049,1115.91
CA-2017-108574,2017-07-10,TEC-PH-10003555,128.744
CA-2017-108574,2017-07-10,TEC-PH-10000702,79.92
CA-2017-144589,2017-01-20,OFF-AR-10003631,24.2
CA-2017-144589,2017-01-20,TEC-PH-10003072,359.976
CA-2017-155985,2017-03-23,FUR-FU-10000758,211.84
CA-2014-162684,2014-01-08,OFF-FA-10000992,5.68
CA-2015-142041,2015-07-06,OFF-BI-10004187,7.52
CA-2014-151295,2014-12-11,OFF-PA-10001947,11.96
CA-2014-151295,2014-12-11,FUR-TA-10002356,629.064
CA-2016-156300,2016-12-29,FUR-CH-10001714,754.45
CA-2015-146087,2015-06-07,FUR-BO-10002824,301.96
CA-2017-168655,2017-12-10,TEC-AC-10002842,595.0
CA-2017-168655,2017-12-10,OFF-BI-10002082,79.872
CA-2016-107202,2016-05-21,TEC-MA-10000112,2396.4
CA-2017-159597,2017-09-11,OFF-ST-10002289,63.56
CA-2017-159597,2017-09-11,TEC-AC-10004171,99.99
CA-2016-155551,2016-04-18,OFF-ST-10003656,230.376
CA-2016-155551,2016-04-18,OFF-PA-10001560,9.664
US-2017-147669,2017-12-25,TEC-AC-10002473,158.928
US-2017-147669,2017-12-25,OFF-BI-10000632,13.023
US-2017-147669,2017-12-25,FUR-TA-10002645,273.06
US-2017-147669,2017-12-25,OFF-FA-10002975,39.312
CA-2016-169922,2016-11-06,OFF-BI-10003784,1.344
CA-2016-169922,2016-11-06,OFF-BI-10001617,8.272
CA-2016-169922,2016-11-06,FUR-FU-10004415,12.544
CA-2017-100748,2017-05-13,OFF-LA-10000240,58.48
CA-2017-129805,2017-12-28,FUR-FU-10001935,7.4
CA-2014-148586,2014-03-25,FUR-CH-10002439,366.786
US-2017-112613,2017-05-28,TEC-PH-10001536,54.368
CA-2015-154746,2015-11-14,OFF-EN-10001532,33.96
CA-2015-154746,2015-11-14,OFF-AP-10003057,826.11
CA-2017-140053,2017-03-07,FUR-FU-10003708,545.85
CA-2014-164210,2014-11-18,FUR-TA-10000849,145.98
CA-2014-164210,2014-11-18,OFF-PA-10002259,35.808
CA-2017-139948,2017-07-17,FUR-FU-10002597,7.904
CA-2016-146934,2016-05-22,TEC-PH-10004614,345.0
CA-2016-146934,2016-05-22,FUR-TA-10003748,174.286
CA-2016-146934,2016-05-22,OFF-AP-10003217,662.84
CA-2016-146934,2016-05-22,TEC-AC-10002399,95.1
CA-2016-146934,2016-05-22,OFF-EN-10002973,26.88
